param	prob	nSim	combination	correct_inference
data	0.810821903700134	44	flu	correct
alpha	0.259547069271758	440	flu	correct
beta	0.239809058614565	440	flu	correct
rSC	0.238920959147425	440	flu	correct
rInfSC	0.249289520426288	440	flu	correct
data	0.808737148027555	440	flu	correct
alpha	0.245936944937833	441	flu	correct
beta	0.237766429840142	441	flu	correct
rSC	0.233681172291297	441	flu	correct
rInfSC	0.249955595026643	441	flu	correct
data	0.808645773272599	441	flu	correct
alpha	0.25357460035524	442	flu	correct
beta	0.238499111900533	442	flu	correct
rSC	0.233237122557726	442	flu	correct
rInfSC	0.243183836589698	442	flu	correct
data	0.808210334635469	442	flu	correct
alpha	0.200066607460036	443	flu	correct
beta	0.246181172291297	443	flu	correct
rSC	0.249578152753108	443	flu	correct
rInfSC	0.255883658969805	443	flu	correct
data	0.811321120606151	443	flu	correct
alpha	0.265142095914742	444	flu	correct
beta	0.229063055062167	444	flu	correct
rSC	0.231261101243339	444	flu	correct
rInfSC	0.243472468916519	444	flu	correct
data	0.806259143286943	444	flu	correct
alpha	0.263632326820604	445	flu	correct
beta	0.233081705150977	445	flu	correct
rSC	0.2324378330373	445	flu	correct
rInfSC	0.244715808170515	445	flu	correct
data	0.806215743851334	445	flu	correct
alpha	0.303152753108348	446	flu	correct
beta	0.239476021314387	446	flu	correct
rSC	0.237122557726465	446	flu	correct
rInfSC	0.241607460035524	446	flu	correct
data	0.806576040502672	446	flu	correct
alpha	0.217007104795737	447	flu	correct
beta	0.245026642984014	447	flu	correct
rSC	0.251976021314387	447	flu	correct
rInfSC	0.262544404973357	447	flu	correct
data	0.812812597838183	447	flu	correct
alpha	0.241296625222025	448	flu	correct
beta	0.230639431616341	448	flu	correct
rSC	0.231372113676732	448	flu	correct
rInfSC	0.238898756660746	448	flu	correct
data	0.806829862554389	448	flu	correct
alpha	0.218183836589698	449	flu	correct
beta	0.249578152753108	449	flu	correct
rSC	0.24984458259325	449	flu	correct
rInfSC	0.266141207815275	449	flu	correct
data	0.813075496485945	449	flu	correct
alpha	0.326443161634103	45	flu	correct
beta	0.231061278863233	45	flu	correct
rSC	0.226110124333925	45	flu	correct
rInfSC	0.240075488454707	45	flu	correct
data	0.803782905288101	45	flu	correct
alpha	0.263565719360568	450	flu	correct
beta	0.240008880994671	450	flu	correct
rSC	0.235945825932504	450	flu	correct
rInfSC	0.243916518650089	450	flu	correct
data	0.807980500612185	450	flu	correct
alpha	0.426976021314387	451	flu	correct
beta	0.227797513321492	451	flu	correct
rSC	0.213587921847247	451	flu	correct
rInfSC	0.240808170515098	451	flu	correct
data	0.805133919361575	451	flu	correct
alpha	0.243294849023091	452	flu	correct
beta	0.241540852575488	452	flu	correct
rSC	0.24003108348135	452	flu	correct
rInfSC	0.250577264653641	452	flu	correct
data	0.808822908407956	452	flu	correct
alpha	0.218361456483126	453	flu	correct
beta	0.248001776198934	453	flu	correct
rSC	0.246958259325044	453	flu	correct
rInfSC	0.269560390763766	453	flu	correct
data	0.812840267970315	453	flu	correct
alpha	0.249955595026643	454	flu	correct
beta	0.234280639431616	454	flu	correct
rSC	0.23183836589698	454	flu	correct
rInfSC	0.240830373001776	454	flu	correct
data	0.807881670247068	454	flu	correct
alpha	0.218849911190053	455	flu	correct
beta	0.236145648312611	455	flu	correct
rSC	0.236811722912966	455	flu	correct
rInfSC	0.24509325044405	455	flu	correct
data	0.809719783674727	455	flu	correct
alpha	0.349222912966252	456	flu	correct
beta	0.236922735346359	456	flu	correct
rSC	0.237100355239787	456	flu	correct
rInfSC	0.245959147424512	456	flu	correct
data	0.808105106726657	456	flu	correct
alpha	0.245159857904085	457	flu	correct
beta	0.246292184724689	457	flu	correct
rSC	0.243028419182948	457	flu	correct
rInfSC	0.25535079928952	457	flu	correct
data	0.808225394891697	457	flu	correct
alpha	0.321714031971581	458	flu	correct
beta	0.230106571936057	458	flu	correct
rSC	0.226842806394316	458	flu	correct
rInfSC	0.238166074600355	458	flu	correct
data	0.8036394906709	458	flu	correct
alpha	0.223445825932504	459	flu	correct
beta	0.244205150976909	459	flu	correct
rSC	0.237144760213144	459	flu	correct
rInfSC	0.251620781527531	459	flu	correct
data	0.812566480006036	459	flu	correct
alpha	0.230639431616341	46	flu	correct
beta	0.239253996447602	46	flu	correct
rSC	0.241740674955595	46	flu	correct
rInfSC	0.246847246891652	46	flu	correct
data	0.807852065121243	46	flu	correct
alpha	0.218050621669627	460	flu	correct
beta	0.250111012433393	460	flu	correct
rSC	0.247313499111901	460	flu	correct
rInfSC	0.262699822380107	460	flu	correct
data	0.811616449049328	460	flu	correct
alpha	0.269626998223801	461	flu	correct
beta	0.23883214920071	461	flu	correct
rSC	0.229240674955595	461	flu	correct
rInfSC	0.241629662522202	461	flu	correct
data	0.807159323757304	461	flu	correct
alpha	0.282104795737123	462	flu	correct
beta	0.237677619893428	462	flu	correct
rSC	0.230484014209591	462	flu	correct
rInfSC	0.243516873889876	462	flu	correct
data	0.808048285177573	462	flu	correct
alpha	0.218405861456483	463	flu	correct
beta	0.24091918294849	463	flu	correct
rSC	0.229884547069272	463	flu	correct
rInfSC	0.255261989342806	463	flu	correct
data	0.809837102544217	463	flu	correct
alpha	0.253019538188277	464	flu	correct
beta	0.235346358792185	464	flu	correct
rSC	0.237277975133215	464	flu	correct
rInfSC	0.250577264653641	464	flu	correct
data	0.807592347226906	464	flu	correct
alpha	0.304507104795737	465	flu	correct
beta	0.238854351687389	465	flu	correct
rSC	0.23496891651865	465	flu	correct
rInfSC	0.251087921847247	465	flu	correct
data	0.806792969972497	465	flu	correct
alpha	0.274977797513321	466	flu	correct
beta	0.241407637655417	466	flu	correct
rSC	0.244293960923623	466	flu	correct
rInfSC	0.248334813499112	466	flu	correct
data	0.808638490709554	466	flu	correct
alpha	0.228552397868561	467	flu	correct
beta	0.24136323268206	467	flu	correct
rSC	0.243028419182948	467	flu	correct
rInfSC	0.252575488454707	467	flu	correct
data	0.810401890397659	467	flu	correct
alpha	0.216252220248668	468	flu	correct
beta	0.243650088809947	468	flu	correct
rSC	0.237166962699822	468	flu	correct
rInfSC	0.248423623445826	468	flu	correct
data	0.809961453874078	468	flu	correct
alpha	0.284502664298401	469	flu	correct
beta	0.237211367673179	469	flu	correct
rSC	0.244205150976909	469	flu	correct
rInfSC	0.243028419182948	469	flu	correct
data	0.809088314245362	469	flu	correct
alpha	0.218405861456483	47	flu	correct
beta	0.244360568383659	47	flu	correct
rSC	0.241141207815275	47	flu	correct
rInfSC	0.254662522202487	47	flu	correct
data	0.810449672490979	47	flu	correct
alpha	0.191452042628774	470	flu	correct
beta	0.238854351687389	470	flu	correct
rSC	0.243583481349911	470	flu	correct
rInfSC	0.250555062166963	470	flu	correct
data	0.811758222201598	470	flu	correct
alpha	0.229329484902309	471	flu	correct
beta	0.239698046181172	471	flu	correct
rSC	0.2375	471	flu	correct
rInfSC	0.243206039076377	471	flu	correct
data	0.807871758084124	471	flu	correct
alpha	0.232904085257549	472	flu	correct
beta	0.235435168738899	472	flu	correct
rSC	0.237766429840142	472	flu	correct
rInfSC	0.24984458259325	472	flu	correct
data	0.808606265479198	472	flu	correct
alpha	0.219849023090586	473	flu	correct
beta	0.238587921847247	473	flu	correct
rSC	0.232904085257549	473	flu	correct
rInfSC	0.242029307282416	473	flu	correct
data	0.808174705878862	473	flu	correct
alpha	0.285834813499112	474	flu	correct
beta	0.24196269982238	474	flu	correct
rSC	0.238787744227353	474	flu	correct
rInfSC	0.249977797513321	474	flu	correct
data	0.809634099135721	474	flu	correct
alpha	0.305195381882771	475	flu	correct
beta	0.239609236234458	475	flu	correct
rSC	0.23496891651865	475	flu	correct
rInfSC	0.250643872113677	475	flu	correct
data	0.806845387806898	475	flu	correct
alpha	0.256727353463588	476	flu	correct
beta	0.236722912966252	476	flu	correct
rSC	0.231949378330373	476	flu	correct
rInfSC	0.244826820603908	476	flu	correct
data	0.807696541094235	476	flu	correct
alpha	0.301865008880995	477	flu	correct
beta	0.231638543516874	477	flu	correct
rSC	0.231505328596803	477	flu	correct
rInfSC	0.248001776198934	477	flu	correct
data	0.806048477602203	477	flu	correct
alpha	0.230772646536412	478	flu	correct
beta	0.244205150976909	478	flu	correct
rSC	0.242473357015986	478	flu	correct
rInfSC	0.243095026642984	478	flu	correct
data	0.810151674230077	478	flu	correct
alpha	0.288143872113677	479	flu	correct
beta	0.238809946714032	479	flu	correct
rSC	0.238765541740675	479	flu	correct
rInfSC	0.257682060390764	479	flu	correct
data	0.809734159019721	479	flu	correct
alpha	0.262122557726465	48	flu	correct
beta	0.241407637655417	48	flu	correct
rSC	0.23958703374778	48	flu	correct
rInfSC	0.243472468916519	48	flu	correct
data	0.807321359097724	48	flu	correct
alpha	0.275643872113677	480	flu	correct
beta	0.243716696269982	480	flu	correct
rSC	0.236434280639432	480	flu	correct
rInfSC	0.254129662522202	480	flu	correct
data	0.809547767176011	480	flu	correct
alpha	0.228619005328597	481	flu	correct
beta	0.242717584369449	481	flu	correct
rSC	0.235013321492007	481	flu	correct
rInfSC	0.248712255772647	481	flu	correct
data	0.809233926467806	481	flu	correct
alpha	0.285990230905861	482	flu	correct
beta	0.243827708703375	482	flu	correct
rSC	0.245515097690941	482	flu	correct
rInfSC	0.246469804618117	482	flu	correct
data	0.808662608582179	482	flu	correct
alpha	0.219871225577265	483	flu	correct
beta	0.242317939609236	483	flu	correct
rSC	0.239675843694494	483	flu	correct
rInfSC	0.256327708703375	483	flu	correct
data	0.809779755917861	483	flu	correct
alpha	0.321913854351687	484	flu	correct
beta	0.241807282415631	484	flu	correct
rSC	0.23854351687389	484	flu	correct
rInfSC	0.242095914742451	484	flu	correct
data	0.805171882948073	484	flu	correct
alpha	0.234857904085258	485	flu	correct
beta	0.241207815275311	485	flu	correct
rSC	0.229928952042629	485	flu	correct
rInfSC	0.244982238010657	485	flu	correct
data	0.808445479456522	485	flu	correct
alpha	0.276221136767318	486	flu	correct
beta	0.236412078152753	486	flu	correct
rSC	0.229551509769094	486	flu	correct
rInfSC	0.2523756660746	486	flu	correct
data	0.807365039340188	486	flu	correct
alpha	0.262522202486679	487	flu	correct
beta	0.242895204262877	487	flu	correct
rSC	0.237566607460036	487	flu	correct
rInfSC	0.251265541740675	487	flu	correct
data	0.807749394641354	487	flu	correct
alpha	0.207415630550622	488	flu	correct
beta	0.251909413854352	488	flu	correct
rSC	0.246092362344583	488	flu	correct
rInfSC	0.254529307282416	488	flu	correct
data	0.810336822621394	488	flu	correct
alpha	0.247069271758437	489	flu	correct
beta	0.236789520426288	489	flu	correct
rSC	0.232260213143872	489	flu	correct
rInfSC	0.250088809946714	489	flu	correct
data	0.806852239279371	489	flu	correct
alpha	0.22886323268206	49	flu	correct
beta	0.23690053285968	49	flu	correct
rSC	0.233348134991119	49	flu	correct
rInfSC	0.243095026642984	49	flu	correct
data	0.808449108800186	49	flu	correct
alpha	0.308792184724689	490	flu	correct
beta	0.237588809946714	490	flu	correct
rSC	0.234147424511545	490	flu	correct
rInfSC	0.248623445825933	490	flu	correct
data	0.806796885992907	490	flu	correct
alpha	0.319515985790409	491	flu	correct
beta	0.229995559502664	491	flu	correct
rSC	0.227131438721137	491	flu	correct
rInfSC	0.230639431616341	491	flu	correct
data	0.803487034245314	491	flu	correct
alpha	0.250777087033748	492	flu	correct
beta	0.242784191829485	492	flu	correct
rSC	0.24835701598579	492	flu	correct
rInfSC	0.246536412078153	492	flu	correct
data	0.810374377449528	492	flu	correct
alpha	0.216429840142096	493	flu	correct
beta	0.241452042628774	493	flu	correct
rSC	0.249444937833037	493	flu	correct
rInfSC	0.246514209591474	493	flu	correct
data	0.810236532173422	493	flu	correct
alpha	0.227864120781528	494	flu	correct
beta	0.248179396092362	494	flu	correct
rSC	0.242584369449378	494	flu	correct
rInfSC	0.256372113676732	494	flu	correct
data	0.811043170361092	494	flu	correct
alpha	0.238632326820604	495	flu	correct
beta	0.241629662522202	495	flu	correct
rSC	0.245515097690941	495	flu	correct
rInfSC	0.246936056838366	495	flu	correct
data	0.810314968405438	495	flu	correct
alpha	0.241563055062167	496	flu	correct
beta	0.249489342806394	496	flu	correct
rSC	0.238365896980462	496	flu	correct
rInfSC	0.250399644760213	496	flu	correct
data	0.810274155160243	496	flu	correct
alpha	0.226620781527531	497	flu	correct
beta	0.242473357015986	497	flu	correct
rSC	0.237300177619893	497	flu	correct
rInfSC	0.250244227353464	497	flu	correct
data	0.809434835508757	497	flu	correct
alpha	0.255572824156306	498	flu	correct
beta	0.240230905861456	498	flu	correct
rSC	0.247935168738899	498	flu	correct
rInfSC	0.255706039076377	498	flu	correct
data	0.80884309909261	498	flu	correct
alpha	0.242229129662522	499	flu	correct
beta	0.240874777975133	499	flu	correct
rSC	0.242539964476021	499	flu	correct
rInfSC	0.247646536412078	499	flu	correct
data	0.810355614028544	499	flu	correct
alpha	0.211123445825933	5	flu	correct
beta	0.247890763765542	5	flu	correct
rSC	0.250377442273535	5	flu	correct
rInfSC	0.254817939609236	5	flu	correct
data	0.812464776506096	5	flu	correct
alpha	0.320071047957371	50	flu	correct
beta	0.232526642984014	50	flu	correct
rSC	0.229817939609236	50	flu	correct
rInfSC	0.251820603907638	50	flu	correct
data	0.805369040650735	50	flu	correct
alpha	0.241429840142096	500	flu	correct
beta	0.246358792184725	500	flu	correct
rSC	0.242073712255773	500	flu	correct
rInfSC	0.249156305506217	500	flu	correct
data	0.80881282447793	500	flu	correct
alpha	0.236722912966252	501	flu	correct
beta	0.228752220248668	501	flu	correct
rSC	0.232859680284192	501	flu	correct
rInfSC	0.240697158081705	501	flu	correct
data	0.806742289459852	501	flu	correct
alpha	0.224933392539964	502	flu	correct
beta	0.239542628774423	502	flu	correct
rSC	0.244138543516874	502	flu	correct
rInfSC	0.253263765541741	502	flu	correct
data	0.808515170271147	502	flu	correct
alpha	0.226243339253996	503	flu	correct
beta	0.232304618117229	503	flu	correct
rSC	0.239231793960924	503	flu	correct
rInfSC	0.240097690941385	503	flu	correct
data	0.807469192656661	503	flu	correct
alpha	0.224489342806394	504	flu	correct
beta	0.249622557726465	504	flu	correct
rSC	0.251865008880995	504	flu	correct
rInfSC	0.260479573712256	504	flu	correct
data	0.810562146932337	504	flu	correct
alpha	0.249333925399645	505	flu	correct
beta	0.239964476021314	505	flu	correct
rSC	0.242806394316163	505	flu	correct
rInfSC	0.243561278863233	505	flu	correct
data	0.806788581040752	505	flu	correct
alpha	0.213299289520426	506	flu	correct
beta	0.236389875666075	506	flu	correct
rSC	0.235834813499112	506	flu	correct
rInfSC	0.242007104795737	506	flu	correct
data	0.810326384084695	506	flu	correct
alpha	0.234635879218472	507	flu	correct
beta	0.245914742451155	507	flu	correct
rSC	0.239253996447602	507	flu	correct
rInfSC	0.256283303730018	507	flu	correct
data	0.810031232958335	507	flu	correct
alpha	0.237677619893428	508	flu	correct
beta	0.243183836589698	508	flu	correct
rSC	0.249533747779751	508	flu	correct
rInfSC	0.26085701598579	508	flu	correct
data	0.809333980648888	508	flu	correct
alpha	0.38110568383659	509	flu	correct
beta	0.228685612788632	509	flu	correct
rSC	0.235079928952043	509	flu	correct
rInfSC	0.246403197158082	509	flu	correct
data	0.805171782170638	509	flu	correct
alpha	0.20908081705151	51	flu	correct
beta	0.244316163410302	51	flu	correct
rSC	0.241185612788632	51	flu	correct
rInfSC	0.253019538188277	51	flu	correct
data	0.811121383438982	51	flu	correct
alpha	0.277730905861456	510	flu	correct
beta	0.236345470692718	510	flu	correct
rSC	0.235945825932504	510	flu	correct
rInfSC	0.240430728241563	510	flu	correct
data	0.80838486816702	510	flu	correct
alpha	0.224444937833037	511	flu	correct
beta	0.242673179396092	511	flu	correct
rSC	0.24003108348135	511	flu	correct
rInfSC	0.251820603907638	511	flu	correct
data	0.811394346560426	511	flu	correct
alpha	0.220914742451155	512	flu	correct
beta	0.231727353463588	512	flu	correct
rSC	0.225022202486679	512	flu	correct
rInfSC	0.230128774422735	512	flu	correct
data	0.808126043359065	512	flu	correct
alpha	0.233547957371226	513	flu	correct
beta	0.236123445825933	513	flu	correct
rSC	0.232482238010657	513	flu	correct
rInfSC	0.240697158081705	513	flu	correct
data	0.808807834525005	513	flu	correct
alpha	0.261811722912966	514	flu	correct
beta	0.239409413854352	514	flu	correct
rSC	0.236145648312611	514	flu	correct
rInfSC	0.239698046181172	514	flu	correct
data	0.806624124587668	514	flu	correct
alpha	0.204973357015986	515	flu	correct
beta	0.241563055062167	515	flu	correct
rSC	0.241762877442274	515	flu	correct
rInfSC	0.2449378330373	515	flu	correct
data	0.810436509828698	515	flu	correct
alpha	0.260324156305506	516	flu	correct
beta	0.235968028419183	516	flu	correct
rSC	0.235390763765542	516	flu	correct
rInfSC	0.24702486678508	516	flu	correct
data	0.807039188275062	516	flu	correct
alpha	0.259347246891652	517	flu	correct
beta	0.242251332149201	517	flu	correct
rSC	0.249089698046181	517	flu	correct
rInfSC	0.24984458259325	517	flu	correct
data	0.808969430056096	517	flu	correct
alpha	0.220737122557726	518	flu	correct
beta	0.243694493783304	518	flu	correct
rSC	0.241030195381883	518	flu	correct
rInfSC	0.24746891651865	518	flu	correct
data	0.811322855638391	518	flu	correct
alpha	0.263587921847247	519	flu	correct
beta	0.242184724689165	519	flu	correct
rSC	0.232748667850799	519	flu	correct
rInfSC	0.25461811722913	519	flu	correct
data	0.807606513848156	519	flu	correct
alpha	0.215697158081705	52	flu	correct
beta	0.259347246891652	52	flu	correct
